ID,Razón Social,NIT,Sector,Vacantes Encontradas,Última Vacante,Email Encontrado,Teléfono Encontrado,Estado
"672","Direccion De Transito Y Transporte De Floridablanc","","Privado",0,"","","","Sin vacantes"
"673","Ingenio Providencia SA","","Privado",0,"","","","Sin vacantes"
"674","Direccion Ejecutiva De La Justicia Penal Militar M","","Privado",0,"","","","Sin vacantes"
"675","Unidad Para La Atencion Y Reparacion Integral De L","","Privado",0,"","","","Sin vacantes"
"676","MC21 Colombia S.A.S","","Privado",0,"","","","Sin vacantes"
"677","Instituto De Hidrologia Meteorologia Y Estudios Am","","Privado",0,"","","","Sin vacantes"
"678","Media Commerce Partners SA","","Privado",0,"","","","Sin vacantes"
"679","Universidad de Boyaca","","Privado",0,"","","","Sin vacantes"
"680","Melexa SA","","Privado",0,"","","","Sin vacantes"
"681","Cooperativa De Trabajadores De Las Empresas Del Gr","","Privado",0,"","","","Sin vacantes"
"682","Cristaleria Peldar S.A","","Privado",0,"","","","Sin vacantes"
"683","Universidad Popular Del Cesar","","Privado",0,"","","","Sin vacantes"
"684","AVAYA CMS / ASIC INGENIERIA","","Privado",0,"","","","Sin vacantes"
"685","FCR S.A.S.","","Privado",0,"","","","Sin vacantes"
"686","Flota La Macarena S.A.","","Privado",0,"","","","Sin vacantes"
"687","Wood Group Colombia S.A.","","Privado",0,"","","","Sin vacantes"
"688","METROAGUA S.A. E.S.P.","","Privado",0,"","","","Sin vacantes"
"689","Metroparques","","Privado",0,"","","","Sin vacantes"
"690","COMPANIA DE EMPAQUES S A","","Privado",0,"","","","Sin vacantes"
"691","Clofan - Clinica Oftalmologica de Antioquia S.A.","","Privado",0,"","","","Sin vacantes"
"692","MINERA TEXAS COLOMBIA SA","","Privado",0,"","","","Sin vacantes"
"693","Cooperativa Empresarial De Ahorro Y Credito","","Privado",0,"","","","Sin vacantes"
"694","Adornos Y Accesorios S.A.","","Privado",0,"","","","Sin vacantes"
"695","AVILAN SANTOS SOLUTIONS","","Privado",0,"","","","Sin vacantes"
"696","Cooperativa Medica de Antioquia -COMEDAL","","Privado",0,"","","","Sin vacantes"
"697","CODENSA S A  ESP","","Privado",0,"","","","Sin vacantes"
"698","Sociedad Oleoducto Bicentenario de Colombia S.A.S.","","Privado",0,"","","","Sin vacantes"
"699","Hospital Universitario San Vicente De Paul","","Privado",0,"","","","Sin vacantes"
"700","Distromel Andina Ltda","","Privado",0,"","","","Sin vacantes"
"701","IBC COLOMBIA S.A.","","Privado",0,"","","","Sin vacantes"
"702","IDIME S.A.","","Privado",0,"","","","Sin vacantes"
"703","Superservicios del Oriente del Valle S.A.","","Privado",0,"","","","Sin vacantes"
"704","Fondo De Empleados Av Villas","","Privado",0,"","","","Sin vacantes"
"705","Incauca SA","","Privado",0,"","","","Sin vacantes"
"706","Morelco S.A.S","","Privado",0,"","","","Sin vacantes"
"707","Banca de Inversiones Bancolombia","","Privado",0,"","","","Sin vacantes"
"708","Cupic SA","","Privado",0,"","","","Sin vacantes"
"709","Tennis SA","","Privado",0,"","","","Sin vacantes"
"710","CURTIEMBRES BUFALO S.A.","","Privado",0,"","","","Sin vacantes"
"711","Termovalle SAS ESP","","Privado",0,"","","","Sin vacantes"
"712","Cooperativa De Trabajadores De La Casa Editorial E","","Privado",0,"","","","Sin vacantes"
"713","INFRAESTRUCTURA CELULAR COLOMBIANA S A E S P","","Privado",0,"","","","Sin vacantes"
"714","DEPARTAMENTO DEL ATLANTICO","","Privado",0,"","","","Sin vacantes"
"715","MULTIACTIVA EL ROBLE ENTIDAD COOPERATIVA","","Privado",0,"","","","Sin vacantes"
"716","CONCESIONARIA RUTA DEL SOL S.A.S","","Privado",0,"","","","Sin vacantes"
"717","FONDO DE EMPLEADOS DEL GRUPO CORPORATIVO EFICACIA","","Privado",0,"","","","Sin vacantes"
"718","INGENIO RISARALDA","","Privado",0,"","","","Sin vacantes"
"719","COLEGIO DE ESTUDIOS SUPERIORES DE ADMINISTRACION","","Privado",0,"","","","Sin vacantes"
"720","Institucion Universitaria Antonio Jose Camacho","","Privado",0,"","","","Sin vacantes"
"721","Unilever Andina Colombia Ltda","","Privado",0,"","","","Sin vacantes"
"722","Universal de Casinos SA","","Privado",0,"","","","Sin vacantes"
"723","FONDO DE EMPLEADOS Y PENSIONADOS DE LA EMPRESA DE","","Privado",0,"","","","Sin vacantes"
"724","Centro Inca","","Privado",0,"","","","Sin vacantes"
"725","e2 Energia Eficiente S.A. E.S.P.","","Privado",0,"","","","Sin vacantes"
"726","Universidad CES","","Privado",0,"","","","Sin vacantes"
"727","Consorcio Cygnus","","Privado",0,"","","","Sin vacantes"
"728","National Oliwell Varco De Colombia","","Privado",0,"","","","Sin vacantes"
"729","EUROCERAMICA S.A.","","Privado",0,"","","","Sin vacantes"
"730","AGUAS DE RIONEGRO S A E S P","","Privado",0,"","","","Sin vacantes"
"731","NET GROUP SA","","Privado",0,"","","","Sin vacantes"
"732","Certicamara","","Privado",0,"","","","Sin vacantes"
"733","CABLES DE ENERGIA Y DE TELECOMUNICACIONES S.A.","","Privado",0,"","","","Sin vacantes"
"734","NOWI S.A.S","","Privado",0,"","","","Sin vacantes"
"735","Uraki Inmobiliaria S.A.S","","Privado",0,"","","","Sin vacantes"
"736","Colmena Riesgos Profesionales SA","","Privado",0,"","","","Sin vacantes"
"737","NYL Electronica S.A","","Privado",0,"","","","Sin vacantes"
"738","VIDRIO ANDINO S.A.","","Privado",0,"","","","Sin vacantes"
"739","ADMINISTRADORA COUNTRY S.A.","","Privado",0,"","","","Sin vacantes"
"740","Zona Franca De Barranquilla SA U O Z F","","Privado",0,"","","","Sin vacantes"
"741","EDICIONES GAMMA S.A.","","Privado",0,"","","","Sin vacantes"
"742","Argos S.A","","Privado",0,"","","","Sin vacantes"
"743","Cooperativa Multiactiva de los Trabajadores de San","","Privado",0,"","","","Sin vacantes"
"744","B-LOGIC","","Privado",0,"","","","Sin vacantes"
"745","Editorial Televisa Colombia Cultural","","Privado",0,"","","","Sin vacantes"
"746","Oleoducto de los Llanos Orientales S.A","","Privado",0,"","","","Sin vacantes"
"747","Compania Colombiana de Tabaco S.A.","","Privado",0,"","","","Sin vacantes"
"748","Eduardono S.A","","Privado",0,"","","","Sin vacantes"
"749","Camara De Comercio De Cartagena","","Privado",0,"","","","Sin vacantes"
"750","ORQUESTA FILARMONICA DE BOGOTA","","Privado",0,"","","","Sin vacantes"
"751","SIEMENS S.A.","","Privado",0,"","","","Sin vacantes"
"752","Aif Capital SAS","","Privado",0,"","","","Sin vacantes"
"753","COOPERATIVA DEPARTAMENTAL DE CAFICULTORES DEL HUIL","","Privado",0,"","","","Sin vacantes"
"754","Forsa S.A.","","Privado",0,"","","","Sin vacantes"
"755","COOPERATIVA CIDESA","","Privado",0,"","","","Sin vacantes"
"756","FRIMAC S A","","Privado",0,"","","","Sin vacantes"
"757","Grupo Odinsa S.A","","Privado",0,"","","","Sin vacantes"
"758","Cooperativa AVP","","Privado",0,"","","","Sin vacantes"
"759","harinera del valle","","Privado",0,"","","","Sin vacantes"
"760","COOPERATIVA MULTISERVICIOS COOTRACOLTA LTDA","","Privado",0,"","","","Sin vacantes"
"761","Caroil S.A Sucursal Colombia","","Privado",0,"","","","Sin vacantes"
"762","FUNDACION AMIGOS DE LA SALUD","","Privado",0,"","","","Sin vacantes"
"763","Corporacion Universitaria Reformada","","Privado",0,"","","","Sin vacantes"
"764","Acciones de Colombia S.A.","","Privado",0,"","","","Sin vacantes"
"765","HMCL COLOMBIA SAS","","Privado",0,"","","","Sin vacantes"
"766","SOCIEDAD FERRETERA DEL COMERCIO","","Privado",0,"","","","Sin vacantes"
"767","Fundacion Hospital de la Misericordia","","Privado",0,"","","","Sin vacantes"
"768","HOSPITAL SAN IGNACIO","","Privado",0,"","","","Sin vacantes"
"769","Politecnico internacional","","Privado",0,"","","","Sin vacantes"
"770","Hospital Universitario San Ignacio","","Privado",0,"","","","Sin vacantes"
"771","Fundacion Hospitalaria San Vicente De Paul","","Privado",0,"","","","Sin vacantes"
"772","Sodexho Colombia SA","","Privado",0,"","","","Sin vacantes"
"773","Apuestas Azar SA","","Privado",0,"","","","Sin vacantes"
"774","Human Capital Outsourcing SA","","Privado",0,"","","","Sin vacantes"
"775","Colpatria","","Privado",0,"","","","Sin vacantes"
"776","EMPRESAS PUBLICAS DE ARMENIA","","Privado",0,"","","","Sin vacantes"
"777","Colpatria Multibanca","","Privado",0,"","","","Sin vacantes"
"778","Prestatodos S.A.","","Privado",0,"","","","Sin vacantes"
"779","FUNDACION MUNDO MUJER","","Privado",0,"","","","Sin vacantes"
"780","Bolsa de Valores de Colombia S.A","","Privado",0,"","","","Sin vacantes"
"781","El Corte Ingles","","Privado",0,"","","","Sin vacantes"
"782","Badivencoop Ltda- Cooperativa De Trabajadores De B","","Privado",0,"","","","Sin vacantes"
"783","Enlace Operativo SA","","Privado",0,"","","","Sin vacantes"
"784","Fundacion Santa Maria","","Privado",0,"","","","Sin vacantes"
"785","EPM TELECOMUNICACIONES SA ESP","","Privado",0,"","","","Sin vacantes"
"786","CAJA DE COMPENSACION FAMILIAR REGIONAL META","","Privado",0,"","","","Sin vacantes"
"787","Corredor Empresarial S.A.","","Privado",0,"","","","Sin vacantes"
"788","Alliance Enterprise S.A.S","","Privado",0,"","","","Sin vacantes"
"789","Brigard & Urrutia Abogados S.A.S","","Privado",0,"","","","Sin vacantes"
"790","Electricos Amperex","","Privado",0,"","","","Sin vacantes"
"791","Tecnoevolucion LTDA","","Privado",0,"","","","Sin vacantes"
"792","Fundacion Universitaria Cafam","","Privado",0,"","","","Sin vacantes"
"793","Industrias Electromecanicas Magnetron SA","","Privado",0,"","","","Sin vacantes"
"794","Proimpo SAS","","Privado",0,"","","","Sin vacantes"
"795","Terminales De Transporte De Medellin SA","","Privado",0,"","","","Sin vacantes"
"796","Promotora La Aurora SA","","Privado",0,"","","","Sin vacantes"
"797","Compudatos S.a.s.","","Privado",0,"","","","Sin vacantes"
"798","Fundacion Universitaria Catolica del Norte","","Privado",0,"","","","Sin vacantes"
"799","TEXCAUCA S.A.","","Privado",0,"","","","Sin vacantes"
"800","Fundacion Universitaria Cervantina San Agustin FUC","","Privado",0,"","","","Sin vacantes"
"801","THOMAS GREG EXPRESS S A","","Privado",0,"","","","Sin vacantes"
"802","FUNDACION UNIVERSITARIA DE POPAYAN","","Privado",0,"","","","Sin vacantes"
"803","INELECTRA COLOMBIA S A","","Privado",0,"","","","Sin vacantes"
"804","Topen Oil & Gas Services S.A","","Privado",0,"","","","Sin vacantes"
"805","Electrificadora Del Caqueta Sa","","Privado",0,"","","","Sin vacantes"
"806","Comunidad de Hermanas Dominicas de la Presentacion","","Privado",0,"","","","Sin vacantes"
"807","Barranquilla Container Terminal. SA","","Privado",0,"","","","Sin vacantes"
"808","Transporte Inteligente S A","","Privado",0,"","","","Sin vacantes"
"809","R&T SA","","Privado",0,"","","","Sin vacantes"
"810","Ingenio Carmelita S.A.","","Privado",0,"","","","Sin vacantes"
"811","Corporacion Universitaria De Investigacion Y Desar","","Privado",0,"","","","Sin vacantes"
"812","Conalvias Construcciones S.A.S","","Privado",0,"","","","Sin vacantes"
"813","COMFENALCO CARTAGENA","","Privado",0,"","","","Sin vacantes"
"814","Concesiones CCFC S.A","","Privado",0,"","","","Sin vacantes"
"815","Confecciones Aventura S A","","Privado",0,"","","","Sin vacantes"
"816","Fundacion Universitaria Para El Desarrollo Humano","","Privado",0,"","","","Sin vacantes"
"817","Ingredion Colombia S.A.","","Privado",0,"","","","Sin vacantes"
"818","Fundacion Valle del Lili","","Privado",0,"","","","Sin vacantes"
"819","Escuela de Administracion de Negocios EAN","","Privado",0,"","","","Sin vacantes"
"820","COMISION DE REGULACION DE ENERGIA Y GAS - CREG","","Privado",0,"","","","Sin vacantes"
"821","Corredores Davivienda S A Comisionista de Bolsa","","Privado",0,"","","","Sin vacantes"
"822","Refinancia S.A.","","Privado",0,"","","","Sin vacantes"
"823","Centro de Investigaciones Medicas de Antioquia - C","","Privado",0,"","","","Sin vacantes"
"824","COOPERATIVA CASA NACIONAL DEL PROFESOR","","Privado",0,"","","","Sin vacantes"
"825","AEROCALI S.A.","","Privado",0,"","","","Sin vacantes"
"826","Calier Internacional De Colombia S.A","","Privado",0,"","","","Sin vacantes"
"827","Union Temporal Fibralan","","Privado",0,"","","","Sin vacantes"
"828","Cooperativa Del Sistema Nacional De Justicia Juris","","Privado",0,"","","","Sin vacantes"
"829","Escuela Tecnologica Instituto Tecnico Central","","Privado",0,"","","","Sin vacantes"
"830","COVICSS Fondo de Empleados para Vivienda del Insti","","Privado",0,"","","","Sin vacantes"
"831","COOP EMPRESARIAL MULTIACTIVA POPULAR COEMPOPULAR","","Privado",0,"","","","Sin vacantes"
"832","ESE HOSPITAL SAN VICENTE DE PAUL","","Privado",0,"","","","Sin vacantes"
"833","RIGHT HAND LTDA","","Privado",0,"","","","Sin vacantes"
"834","Banco Bilbao Vizcaya Argentaria Colombia S.A.","","Privado",0,"","","","Sin vacantes"
"835","Ripley Colombia","","Privado",0,"","","","Sin vacantes"
"836","UNIVERSIDAD DE BOGOTA JORGE TADEO LOZANO","","Privado",0,"","","","Sin vacantes"
"837","RTVC","","Privado",0,"","","","Sin vacantes"
"838","ETERNIT COLOMBIANA S A","","Privado",0,"","","","Sin vacantes"
"839","Gases De La Guajira SA Esp Gasguajira SA Esp","","Privado",0,"","","","Sin vacantes"
"840","Instituto Gran Colombiano Jose Mutis","","Privado",0,"","","","Sin vacantes"
"841","SAINT GOBAIN DE COLOMBIA S.A.","","Privado",0,"","","","Sin vacantes"
"842","Consorcio Fia","","Privado",0,"","","","Sin vacantes"
"843","Emo Materials","","Privado",0,"","","","Sin vacantes"
"844","INSTITUTO PARA LA INV. EDUC Y EL DESARROLLO PEDAGO","","Privado",0,"","","","Sin vacantes"
"845","DATA TOOLS SA","","Privado",0,"","","","Sin vacantes"
"846","Consorcio Servicios de Transito de Manizales","","Privado",0,"","","","Sin vacantes"
"847","Gelco S.A.S.","","Privado",0,"","","","Sin vacantes"
"848","INSTITUTO TECNOLOGICO DE SOLEDAD ATLANTICO","","Privado",0,"","","","Sin vacantes"
"849","Datacenter S.A.","","Privado",0,"","","","Sin vacantes"
"850","C I Hermeco SA","","Privado",0,"","","","Sin vacantes"
"851","Generali Colombia-Seguros Generales S.A","","Privado",0,"","","","Sin vacantes"
"852","Universidad Pontificia Bolivariana Seccional Bucar","","Privado",0,"","","","Sin vacantes"
"853","Gestion Energetica Gensa S A E S P","","Privado",0,"","","","Sin vacantes"
"854","Exiplast S.A.S.","","Privado",0,"","","","Sin vacantes"
"855","Gestiones y Cobranzas SA G&C SA","","Privado",0,"","","","Sin vacantes"
"856","Universidad Sergio Arboleda","","Privado",0,"","","","Sin vacantes"
"857","COMISION NACIONAL DEL SERVICIO CIVIL-CNSC","","Privado",0,"","","","Sin vacantes"
"858","Universitaria Autonoma De Occidente","","Privado",0,"","","","Sin vacantes"
"859","EMPRESA DE ENERGIA DE CUNDINAMARCA S.A E.S.P","","Privado",0,"","","","Sin vacantes"
"860","Falabella De Colombia S A","","Privado",0,"","","","Sin vacantes"
"861","Girotex S.A.S","","Privado",0,"","","","Sin vacantes"
"862","FEDCO S A","","Privado",0,"","","","Sin vacantes"
"863","Global Crossing Colombia","","Privado",0,"","","","Sin vacantes"
"864","Chaid Neme Hermanos S.A.","","Privado",0,"","","","Sin vacantes"
"865","Cooperativa Financiera JFK","","Privado",0,"","","","Sin vacantes"
"866","Ferrasa S.A.S.","","Privado",0,"","","","Sin vacantes"
"867","Global Knowledge Colombia Ltda","","Privado",0,"","","","Sin vacantes"
"868","Jointing Ltda","","Privado",0,"","","","Sin vacantes"
"869","BENEFICENCIA DE ANTIOQUIA","","Privado",0,"","","","Sin vacantes"
"870","ACERCASA S.A.S.","","Privado",0,"","","","Sin vacantes"
"871","AREA METROPOLITANA DEL VALLE DE ABURRA","","Privado",0,"","","","Sin vacantes"
"872","COOP. MULTIACTIVA DE PROFESIONALES -SOMEC","","Privado",0,"","","","Sin vacantes"
"873","Biofilm S A","","Privado",0,"","","","Sin vacantes"
"874","Caja De Compensacion Familiar De Fenalco Del Tolima","","Privado",0,"","","","Sin vacantes"
"875","SISTEMA PARA LA INTEGRACION DEL SERVICIO PUBLICO D","","Privado",0,"","","","Sin vacantes"
"876","Cooperativa De Trabajadores De La Industria Milita","","Privado",0,"","","","Sin vacantes"
"877","Camara De Comercio De Armenia","","Privado",0,"","","","Sin vacantes"
"878","EMPPRESA DE OBRAS SANIT DE PASTO EMPOPASTO S.A.","","Privado",0,"","","","Sin vacantes"
"879","RTS SAS","","Privado",0,"","","","Sin vacantes"
"880","Holcim Colombia SA","","Privado",0,"","","","Sin vacantes"
"881","Supra Games Sas","","Privado",0,"","","","Sin vacantes"
"882","Holding Inmobiliaria Limitada","","Privado",0,"","","","Sin vacantes"
"883","Cooperativa De Ahorro Y Credito Colanta","","Privado",0,"","","","Sin vacantes"
"884","Fondo de Empleados de Peldar","","Privado",0,"","","","Sin vacantes"
"885","Ad Electronics SAS","","Privado",0,"","","","Sin vacantes"
"886","Commercial Operations Company S A","","Privado",0,"","","","Sin vacantes"
"887","Empresa Carnica de Envigado - Envicarnicos E.I.C.E","","Privado",0,"","","","Sin vacantes"
"888","SOCIEDAD SALESIANA INSPECTORIA DE BOGOTA","","Privado",0,"","","","Sin vacantes"
"889","Hospital San Juan De Dios Abejorral","","Privado",0,"","","","Sin vacantes"
"890","TELEVIDEO, S.A.","","Privado",0,"","","","Sin vacantes"
"891","Empresa Cotrafa de Servicios Sociales","","Privado",0,"","","","Sin vacantes"
"892","Cooperativa Multiactiva De Servicios Solidarios Co","","Privado",0,"","","","Sin vacantes"
"893","Empresa De Acueducto Alcantarillado Y Aseo de Yopa","","Privado",0,"","","","Sin vacantes"
"894","Consorcio Prosperar","","Privado",0,"","","","Sin vacantes"
"895","Hoteles Estelar SA","","Privado",0,"","","","Sin vacantes"
"896","Autoboy S.A.","","Privado",0,"","","","Sin vacantes"
"897","Cpmx SAS","","Privado",0,"","","","Sin vacantes"
"898","CASA LIMPIA S.A.","","Privado",0,"","","","Sin vacantes"
"899","Fondo De Empleados Y Pensionados Del Sector Energ","","Privado",0,"","","","Sin vacantes"
"900","BBVA Seguros de Vida Colombia SA","","Privado",0,"","","","Sin vacantes"
"901","CAJA DE COMPENSACION FAMILIAR DEL CAUCA","","Privado",0,"","","","Sin vacantes"
"902","EMPRESA DE AGUAS DE GIRARDOT RICAURTE Y LA REGION","","Privado",0,"","","","Sin vacantes"
"903","Fundación De Egresados De La Universidad Distrita","","Privado",0,"","","","Sin vacantes"
"904","Empresa de Aseo de Pereira S.A. E.S.P.","","Privado",0,"","","","Sin vacantes"
"905","Starmicros Com Ltda","","Privado",0,"","","","Sin vacantes"
"906","Cooperativa De Ahorro Y Credito Coompartir","","Privado",0,"","","","Sin vacantes"
"907","Compañia de Vigilancia y Seguridad Privada Aguila","","Privado",0,"","","","Sin vacantes"
"908","Termotecnica Coindustrial SA","","Privado",0,"","","","Sin vacantes"
"909","U.S. DEPARTMENT OF STATE","","Privado",0,"","","","Sin vacantes"
"910","Cooperativa De Ahorro Y Credito Cootraipi","","Privado",0,"","","","Sin vacantes"
"911","Union temporal seguridad Epig","","Privado",0,"","","","Sin vacantes"
"912","Empresa de Energia de Casanare Enerca SA ESP","","Privado",0,"","","","Sin vacantes"
"913","Electroferia SAS","","Privado",0,"","","","Sin vacantes"
"914","CRECIAT","","Privado",0,"","","","Sin vacantes"
"915","CONSORCIO VIG","","Privado",0,"","","","Sin vacantes"
"916","COOPERATIVA ESPECIALIZADA EN APORTES Y CREDITO DEL","","Privado",0,"","","","Sin vacantes"
"917","Harsco Infraestructura Colombia Ltd","","Privado",0,"","","","Sin vacantes"
"918","Ig Web Services S.A.","","Privado",0,"","","","Sin vacantes"
"919","Fondo De Empleados De Las Empresas Publicas Y Priv","","Privado",0,"","","","Sin vacantes"
"920","Empresa De Energia Del Bajo Putumayo S.A.","","Privado",0,"","","","Sin vacantes"
"921","Fondo De Empleados Del Banco De Bogota","","Privado",0,"","","","Sin vacantes"
"922","ILUMINACION YARIGUIES S.A","","Privado",0,"","","","Sin vacantes"
"923","Fondo De Empleados Del Sistema De Comercio Exterio","","Privado",0,"","","","Sin vacantes"
"924","Salud Profesional Precooperativa De Trabajo Asocia","","Privado",0,"","","","Sin vacantes"
"925","Empresa de Energia del Putumayo S.A. ESP","","Privado",0,"","","","Sin vacantes"
"926","Corporacion Hospital Infantil Concejo De Medellin","","Privado",0,"","","","Sin vacantes"
"927","IMPORTACIONES Y ASESORIAS TROPI S.A.S.","","Privado",0,"","","","Sin vacantes"
"928","Fondo Para La Accion Ambiental Y La Ninez","","Privado",0,"","","","Sin vacantes"
"929","AUTOMUNDIAL S.A.","","Privado",0,"","","","Sin vacantes"
"930","Compania De Jesus","","Privado",0,"","","","Sin vacantes"
"931","BINCOLPAR S.A.","","Privado",0,"","","","Sin vacantes"
"932","E S E HOSPITAL DE MEISSEN","","Privado",0,"","","","Sin vacantes"
"933","Celumania Entretenimiento Celular S.A.S","","Privado",0,"","","","Sin vacantes"
"934","Fundacion hospital San Pedro","","Privado",0,"","","","Sin vacantes"
"935","EMPRESA DE LICORES DE CUNDINAMARCA","","Privado",0,"","","","Sin vacantes"
"936","SOLO POR SERVICIO","","Privado",0,"","","","Sin vacantes"
"937","INDUSTRIA COLOMBIANA DE CONFECCIONES S.A INCOCO S","","Privado",0,"","","","Sin vacantes"
"938","Industria Colombiana De Llantas SA Icollantas SA","","Privado",0,"","","","Sin vacantes"
"939","Cooperativa De Profesionales Sanitas CPS","","Privado",0,"","","","Sin vacantes"
"940","Telebucaramanga","","Privado",0,"","","","Sin vacantes"
"941","Empresa de Servicios Publicos de Acacias S.A","","Privado",0,"","","","Sin vacantes"
"942","TERMINAL DE TRANSPORTES GARZON S.A.","","Privado",0,"","","","Sin vacantes"
"943","INDUSTRIA FARMACEUTICA UNION DE VERTICES DE TECNOF","","Privado",0,"","","","Sin vacantes"
"944","Corporacion Universitaria Autonoma Del Cauca","","Privado",0,"","","","Sin vacantes"
"945","INDUSTRIA TEXTIL COLOMBIANA INTEXCO S.A.S","","Privado",0,"","","","Sin vacantes"
"946","Transportes Saferbo S.A.","","Privado",0,"","","","Sin vacantes"
"947","Empresa De Servicios Publicos De Valledupar Emdupa","","Privado",0,"","","","Sin vacantes"
"948","Genetica Molecular de Colombia Ltda.","","Privado",0,"","","","Sin vacantes"
"949","Empresa De Servicios Publicos Domiciliarios De Gua","","Privado",0,"","","","Sin vacantes"
"950","Coofipopular Cooperativa De Fomento E Inversion Po","","Privado",0,"","","","Sin vacantes"
"951","CENTRAL DE TRANSPORTES ESTACION CUCUTA","","Privado",0,"","","","Sin vacantes"
"952","Cooperativa Multiactiva Redil","","Privado",0,"","","","Sin vacantes"
"953","Empresa De Sevicios Públicos De Cajica","","Privado",0,"","","","Sin vacantes"
"954","ALMACENES GENERALES DE DEPOSITO ALMAVIVA S A","","Privado",0,"","","","Sin vacantes"
"955","Consorcio Impregilo OHL","","Privado",0,"","","","Sin vacantes"
"956","INDUSTRIAS NORTECAUCANAS LIMITADA INORCA","","Privado",0,"","","","Sin vacantes"
"957","Electrojaponesa S.A","","Privado",0,"","","","Sin vacantes"
"958","Inelco S.A.","","Privado",0,"","","","Sin vacantes"
"959","Capitalizadora Colmena S.A.","","Privado",0,"","","","Sin vacantes"
"960","ABC.CO SA","","Privado",0,"","","","Sin vacantes"
"961","Centrales De Transportes S. A.","","Privado",0,"","","","Sin vacantes"
"962","Contacto Solutions","","Privado",0,"","","","Sin vacantes"
"963","Advanced Network Solutions Ltda.","","Privado",0,"","","","Sin vacantes"
"964","FONDO DE EMPLEADOS DE LA UNIVERSIDAD INDUSTRIAL DE","","Privado",0,"","","","Sin vacantes"
"965","Cooperativa San Simon","","Privado",0,"","","","Sin vacantes"
"966","COMERCIALIZADORA GIRALDO Y GOMEZ Y CIA. S.A.","","Privado",0,"","","","Sin vacantes"
"967","INFRACEL S.A. E.S.P.","","Privado",0,"","","","Sin vacantes"
"968","RADIO CADENA NACIONAL S.A.","","Privado",0,"","","","Sin vacantes"
"969","Fondo De Empleados Del Cerrejon Fondecor","","Privado",0,"","","","Sin vacantes"
"970","EMPRESA DE TRANSITO Y TRANSPORTE DE TURBACO S.A.S","","Privado",0,"","","","Sin vacantes"
"971","Renault Sofasa","","Privado",0,"","","","Sin vacantes"
"972","Ingemol S.A","","Privado",0,"","","","Sin vacantes"
"973","Ingenieria Electrica Y Electronica S.A. - Ingelel","","Privado",0,"","","","Sin vacantes"
"974","Fondo De Empleados Lafrancol","","Privado",0,"","","","Sin vacantes"
"975","Ingenieria Suministros Montajes Y Construcciones I","","Privado",0,"","","","Sin vacantes"
"976","Fondo De Empleados Para El Bienestar Social De Los","","Privado",0,"","","","Sin vacantes"
"977","INGENIERIA Y MINERIA DE OCCIDENTE SA INGEOCC SA","","Privado",0,"","","","Sin vacantes"
"978","CAJA DE COMPENSACION FAMILIAR DE CARTAGENA","","Privado",0,"","","","Sin vacantes"
"979","Empresa De Transito Y Transporte De Villa Del Rosa","","Privado",0,"","","","Sin vacantes"
"980","SELVASALUD SA EPS - S","","Privado",0,"","","","Sin vacantes"
"981","Ingenio Pichichi SA","","Privado",0,"","","","Sin vacantes"
"982","Cooperativa De Los Trabajadores De La Educacion Y","","Privado",0,"","","","Sin vacantes"
"983","Empresa De Transportes Calima S.A.","","Privado",0,"","","","Sin vacantes"
"984","Servicios Nutresa S.A.S","","Privado",0,"","","","Sin vacantes"
"985","Crediofertas SAS","","Privado",0,"","","","Sin vacantes"
"986","Coop. De Trabajadores Y Pensionados De La E.A.A.B.","","Privado",0,"","","","Sin vacantes"
"987","INMOBILIARIA ESTEBAN RIOS LTDA.","","Privado",0,"","","","Sin vacantes"
"988","AGUAS DE LA SABANA S.A. E.S.P.","","Privado",0,"","","","Sin vacantes"
"989","Innova Quality Sas","","Privado",0,"","","","Sin vacantes"
"990","Fundacion Esensa","","Privado",0,"","","","Sin vacantes"
"991","Empresa Metropolitana De Aseo S A E S P Emas","","Privado",0,"","","","Sin vacantes"
"992","Sociedad Portuaria Puerto Bahia","","Privado",0,"","","","Sin vacantes"
"993","Almacenes La 13 s.a.","","Privado",0,"","","","Sin vacantes"
"994","Cooperativa de Profesionales COASMEDAS","","Privado",0,"","","","Sin vacantes"
"995","CENTRALES ELECTRICAS DEL CAUCA S.A. E.S.P. CEDELCA","","Privado",0,"","","","Sin vacantes"
"996","SOPESA S.A. E.S.P.","","Privado",0,"","","","Sin vacantes"
"997","Institucion De Educacion Para El Trabajo Y Desarro","","Privado",0,"","","","Sin vacantes"
"998","Empresa Municipal de Servicios Publicos de Arauca","","Privado",0,"","","","Sin vacantes"
"999","Empresa Publica De Alcantarillado De Santander SA","","Privado",0,"","","","Sin vacantes"
"1000","Synapsis Colombia Ltda","","Privado",0,"","","","Sin vacantes"
"1001","Institucion Universitaria Tecnologica De Comfacauc","","Privado",0,"","","","Sin vacantes"
"1002","FUNDACION UNIVERSITARIA MONSERRATE F U M","","Privado",0,"","","","Sin vacantes"
"1003","Instituto Caro y Cuervo","","Privado",0,"","","","Sin vacantes"
"1004","Fundacion Universitaria San Martin","","Privado",0,"","","","Sin vacantes"
"1005","Instituto Cenis De Colombia","","Privado",0,"","","","Sin vacantes"
"1006","Compañia Industrial De Productos Agropecuarios Ci","","Privado",0,"","","","Sin vacantes"
"1007","Credisimple SAS","","Privado",0,"","","","Sin vacantes"
"1008","TERMINAL DE TRANSPORTES DE CHIQUINQUIRA  S.A","","Privado",0,"","","","Sin vacantes"
